time,X_value,Y_value,Z_value
1.60600,-0.15088,-0.75085,0.42607
1.61600,-0.08551,-0.93167,0.96180
1.62600,0.10386,-0.78751,1.01006
1.63700,-0.14599,-0.81377,0.85979
1.64700,-0.18142,-0.17603,1.08520
1.65700,-0.18020,0.02861,1.44988
1.66800,-0.41172,0.09519,1.73271
1.67800,-0.72326,0.23691,1.98867
1.68800,-1.16186,0.20271,2.06808
1.69900,-1.14720,-0.16626,1.43400
1.70900,-0.50945,0.22531,0.57207
1.71900,0.09042,0.51486,0.02168
1.73000,-0.02443,0.15323,-0.34728
1.74000,-0.39705,0.00906,-0.64172
1.75000,-0.67683,-0.13205,-0.83048
1.76000,-1.06840,-0.26888,-0.99113
1.77100,-1.24310,-0.05447,-1.17195
1.78100,-1.29503,-0.00438,-1.27824
1.79100,-1.36344,0.06709,-1.64109
1.80200,-1.40987,0.22836,-1.74922
1.81200,-1.40498,-0.18703,-1.90071
1.82300,-1.27914,0.04449,-1.53725
1.83300,-1.39521,-0.56088,-0.94104
1.84300,-1.89734,-1.37027,-0.16952
1.85400,-1.30724,-1.42036,-0.28375
1.86400,-1.18813,-1.73862,-0.08705
1.87400,-1.16247,-2.37331,0.06872
1.88500,-0.64873,-1.77711,-0.14692
1.89500,-0.50945,-1.26398,-0.29597
1.90500,-0.50823,-1.09966,-0.44808
1.91600,-0.14232,-1.09599,-0.50244
1.92600,0.38363,-0.88280,-0.25932
1.93700,1.05131,-1.51749,0.52625
1.94700,1.81794,-1.34462,1.14628
1.95700,2.48623,-1.23405,1.50242
1.96800,2.89856,-0.95977,1.87077
1.97800,3.37565,-0.41732,2.46087
1.98800,3.55891,0.46232,2.93673
1.99900,2.48012,0.39879,2.12183
2.00900,0.73244,0.91070,0.73456
2.01900,-0.45753,-0.00316,-0.01680
2.03000,-0.32619,-0.21268,-0.15181
2.04000,0.13257,-0.58653,0.08460
2.05000,0.24741,-0.55599,0.39919
2.06100,0.23825,-0.03064,0.29596
2.07100,-0.18142,0.56556,-0.00092
2.08100,-0.32375,0.62359,-0.06079
2.09200,-0.38911,0.19110,-0.22267
2.10200,-0.52350,0.02067,-0.37721
2.11200,-0.94378,-0.84615,-0.42486
2.12300,-1.35795,-1.49122,-0.61973
2.13300,-1.58580,-0.58531,-0.60446
2.14300,-1.34634,-0.20535,-0.33568
2.15400,-0.94439,-0.32264,-0.27459
2.16400,-0.54305,-0.34463,-0.01803
2.17500,-0.45997,-0.05569,0.11636
2.18500,-0.59131,-0.33730,0.04734
2.19500,-0.79656,-0.68244,0.11331
2.20600,-0.95233,-0.36173,0.07605
2.21600,-0.94744,-0.16992,-0.02169
2.22600,-0.84115,0.06343,-0.17868
2.23700,-0.52961,-0.11250,-0.30758
2.24700,-0.39828,-0.08074,-0.24099
2.25800,-0.26266,-0.02392,-0.13104
2.26800,-0.31825,0.06160,-0.03208
2.27800,-0.31886,0.15506,0.06566
2.28900,-0.05375,0.20637,0.15851
2.29900,0.38424,0.14101,0.12247
2.30900,0.62492,0.20393,0.06933
2.32000,0.59133,0.23997,0.04306
2.33000,0.38058,0.13001,-0.04246
2.34000,0.07026,-0.07707,-0.13592
2.35100,-0.14538,-0.12166,-0.18113
2.36100,-0.15271,-0.18336,-0.14264
2.37200,-0.07024,-0.24750,-0.06690
2.38200,0.02689,-0.27132,-0.00520
2.39200,0.09897,-0.27927,0.03145
2.40300,0.20343,-0.28232,0.08888
2.41300,0.26696,-0.28476,0.09437
2.42300,0.31277,-0.32019,0.05039
2.43400,0.33843,-0.35013,0.01496
2.44500,0.34759,-0.38800,0.00458
2.45500,0.33965,-0.41427,0.01557
2.46600,0.35003,-0.43504,0.02596
2.47600,0.38058,-0.45214,0.03940
2.48600,0.44044,-0.42771,0.06566
2.49700,0.48687,-0.34768,0.09193
2.50700,0.51680,-0.30004,0.11148
2.51800,0.53757,-0.24200,0.13774
2.52800,0.48626,-0.15343,0.16157
2.53800,0.38669,-0.08074,0.18234
2.54900,0.20343,-0.03736,0.18967
2.55900,0.04399,-0.00560,0.18234
2.56900,-0.08185,0.02800,0.16157
2.58000,-0.18875,0.08909,0.12431
2.59000,-0.26389,0.14162,0.08338
2.60000,-0.37140,0.20943,0.01802
2.61100,-0.48196,0.23447,-0.02047
2.62100,-0.61880,0.23569,-0.03635
2.63100,-0.76174,0.22531,-0.04307
2.64100,-0.90102,0.23691,-0.04674
2.65200,-1.01036,0.24974,-0.06018
2.66200,-1.10321,0.26501,-0.08217
2.67200,-1.22539,0.27784,-0.10538
2.68300,-1.33718,0.29067,-0.11576
2.69300,-1.43980,0.31449,-0.11638
2.70300,-1.52410,0.32854,-0.10477
2.71300,-1.56136,0.34015,-0.09316
2.72400,-1.59252,0.32671,-0.08644
2.73500,-1.63039,0.34259,-0.08889
2.74500,-1.58397,0.47393,-0.11821
2.75500,-1.52593,0.48859,-0.11210
2.76500,-1.49600,0.53929,-0.10966
2.77600,-1.52288,0.60404,-0.07728
2.78600,-1.52044,0.59488,-0.04185
2.79700,-1.46240,0.39085,-0.01192
2.80700,-1.41842,0.28578,-0.00703
2.81700,-1.37444,0.17949,-0.01192
2.82800,-1.36772,0.12879,-0.03147
2.83800,-1.36405,0.05366,-0.03330
2.84800,-1.35978,-0.04042,-0.02597
2.85900,-1.30602,-0.09723,-0.02597
