time,X_value,Y_value,Z_value
6.478,0.91560,-3.15020,0.21782
6.488,0.97791,-4.88078,1.04798
6.499,0.36949,-2.61020,0.71750
6.509,-0.42586,0.81309,1.03332
6.519,-1.03245,2.36530,1.23124
6.529,-1.07338,2.24862,1.18237
6.540,-0.37943,1.63104,0.85678
6.550,0.12392,1.21870,0.55135
6.560,0.40675,0.98535,0.33510
6.571,0.63888,0.81798,0.12497
6.581,0.71218,0.64449,0.07610
6.592,0.71096,0.47284,0.12924
6.602,0.62483,0.53637,0.19644
6.612,0.44401,0.63350,0.28318
6.622,0.21738,0.67259,0.36626
6.633,-0.01841,0.65488,0.44506
6.643,-0.24688,0.59379,0.51042
6.654,-0.50344,0.51132,0.54829
6.664,-0.71419,0.42091,0.55196
6.674,-0.91333,0.32440,0.52386
6.685,-1.11797,0.18573,0.45056
6.695,-1.25480,-0.02135,0.40108
6.705,-1.41974,-0.20278,0.30884
6.715,-1.52603,-0.51860,0.28929
6.726,-1.51809,-0.89794,0.29051
6.736,-1.41546,-1.17589,0.26241
6.746,-1.29573,-1.46116,0.06082
6.756,-1.08437,-1.89549,-0.42115
6.767,-0.78261,-1.99689,-0.90068
6.778,-0.46984,-1.92175,-1.36127
6.788,-0.19862,-1.79286,-1.55736
6.798,-0.12043,-1.50575,-1.43946
6.808,-0.24382,-0.79715,-1.16213
6.819,-0.45029,-0.21011,-0.49690
6.829,-0.61645,0.30790,0.16345
6.840,-0.72335,0.67748,0.58311
6.850,-0.58652,0.61517,0.52569
6.860,-0.20412,-0.13986,-0.19696
6.870,0.34078,-0.22233,-0.26232
6.881,1.14834,0.18512,-0.02714
6.892,2.56188,-0.26081,-0.51217
6.902,3.35417,-3.44647,-1.41075
6.912,2.61991,-5.66208,-1.01613
6.923,1.07137,-0.47584,-0.81516
6.933,-0.57858,2.87354,-0.42542
6.943,-1.58773,3.51983,0.00768
6.954,-1.72578,2.45876,0.29417
6.964,-1.34582,1.40929,0.25874
6.974,-0.68975,0.20161,0.02112
6.985,-0.55720,0.03424,0.01501
6.995,-0.62011,0.06845,0.07671
7.005,-0.70014,0.13503,0.10664
7.016,-0.66410,0.22055,0.07487
7.026,-0.51566,0.34944,0.00157
7.036,-0.31163,0.48261,-0.07051
7.046,-0.16380,0.57669,-0.14382
7.057,-0.06973,0.57119,-0.16520
7.067,0.10010,0.42886,-0.02775
7.077,0.11292,0.52659,-0.30997
7.088,0.16668,0.56752,-0.26477
